name,start,title,review
Swapneel S.,1.0 out of 5 stars,Do not Purchased.,"The media could not be loaded.  Discount device Everytime, Bluetooth not Searching Noise Color fit Pro Device,Call notifications and Vibration on Watch appear when you pick up the phone."
itsMk,5.0 out of 5 stars,Best value for money smartwatch in the budget.,"Okay so the build is polycarbonate but it looks like metal , it's very handy and comfortable also looks stylish and yeah it has some bezels but doesn't look bad on wrist.The quality of material on this watch is good.All sensors like Blood Oxigen(SPO2), Heart Rate Monitor & Accelerometer are working fine, I've tested it's close to accurate.Raise to wake feature sometimes doesn't work at first.Overall it's a budget smartwatch and worth the price."
Ratnala Ashok Kumar,5.0 out of 5 stars,Super watch,"I got it for 2250rs, with is price range good watch. Looking nice on hand. Battery back up is ok. Accuracy of SpO2 is ok. Checked with oximeter. Shows 1-2% difference. Sports modes giving more , which r very good."
R.Rao,1.0 out of 5 stars,Save your time and money! Not worth,"The watch and app are pathetic. When I bought the watch, all the fitness stats and notifications were working fine. After a couple of days, there was no sign of notifications. Even the readings were completely wrong.Heart rate monitor is so bad that, at the beginning of my workout it showed e.g 125 bpm and after 5 mins of cardio the readings on the watch dropped to 65 bpm!!!!Absolutely inconsistent and sheer waste of money. Highly disappointed!"
Sonam Malik,1.0 out of 5 stars,watch is not working properly,"i want a replacement of the watch , it is not working properly.tried many time to connect with your customer care but i did not get any response, After all possibilities I got this option only to write here. kindly look into this.i did not get charger also , i raised issue regarding this also but no response from your side.pathetic service.will not suggest to nyone for this product."
PhaniKrishna Ch,1.0 out of 5 stars,100% waste of money,"It is just a watch, other than that nothing is functional. Bluetooth always disconnects, no app notifications, automatically app changes to DND mode. App is dead slow, very poor performance. Highly dissapointed. Realme fitness band is 10 hundered times better that this in all ways."
Vaibhav Singh Thakur,5.0 out of 5 stars,Excellent services  and product!,"Excellent product and excellent customer services. My product got hanged some days back and after online registration of complain, my watch was picked by them and repaired it at their workshop in Delhi and delivered back at my place with a 15 days . Excellent services!"
Chetan Agarwal,2.0 out of 5 stars,Not worthy,"Got this watch from Amazon.Since day 1 -Connectivity issues - watch gets disconnected anytime, and again you have to pair it.Notification issues - most of the times you don't get Notifications (even after updating the software and all)Built quality - in this price range its fine.I have registered the complaint to Noise, I am hoping they will replace the product.If they do so then 5 stars to their serviceIf they dont solve my problem then not even a single star to NOISE COMPANY itself."
TAPAS CHATTERJEE,1.0 out of 5 stars,Go for Noise Colorfit 3...,Its completely worthless..I already purchased Noise Cube..it was even better than this Pulse..No screen time adjusting..No attractive watch faces..at this cost..I prefer Noise colorfit 3 assist than t
Amazon Customer,1.0 out of 5 stars,Waste of hard earned money.,This product is firstly costing 3k with just pedometer with heart monitoring. Beside this its built & strip is of low standard. What we can get from other brand in 3000 is pedometer + heart rate + oxygen level monitoring + temp monitoring.Please invest your hard earned money with better product than this one.
Jigar soni,1.0 out of 5 stars,Bad quality product with high range (don't do mistake to buy this product),This is a very bad quality product. Battery life is very redicules and very cheap range product performance. You have to charge this product twice in a 24hr. They claim for stand by 7-10 days. But this not a truth. The application of noise is taking too much battery of the mobile..Do not purchase this product. (BETTER TO CHOOSE ANY OTHER SMART WATCH FROM ALIEXPRESS.COM).
Prashant Joshi,5.0 out of 5 stars,The Product Certainly Noise...Go for It,I received itbon 10th Oct 2021 at ₹1700Packing & Delivery superb.Pros:1.Good Display2.Good Features in given price range.3.Elegant looks4.Battery (If you want to use as normal watch without connecting to App then Battery lasts till 15 days 👍)5.You can customise the display skin.Cons:1.Proximity sensor is not that quick2.App is laggy and major bugs.3.Less Skins avialable.so Good product in the price range...Go for It
Khusbu Agrawal,1.0 out of 5 stars,Worst smartwatch wrong tracking activity,It is not a smart watch. It tracks the activity wrong. I ran 5kms but noise recorded it as 7.8km apart from that it is annoying. Don't buy that otherwise I will be wasting your money. One more thing smartwatch can't be sold at such lower price I felt that. If it is not apple or samsung it is not smartwatchVery disappoint with the product
Anil Kaka,1.0 out of 5 stars,Waste of Time and Money,"The media could not be loaded.  Noise Application is worst, due to which this smart watch is having poor value. Took 1+ hours to install noisefit app. And tracking is not to the mark. If your expectations are high, then don't go for this product as well as company. It's simply waste of time and money"
